image_id,dim0,dim1,split
f228350bd770,2520,3032,train
2b27a1493624,2520,3032,train
7f56ffb926a5,2336,2836,train
d69d5e7600e2,2801,2802,train
ca614678802e,2320,2832,train
cca1c1a5635c,2330,2846,train
043d37504ca8,2593,2992,train
2e77ee3c9846,2330,2622,train
4d3e8ec75220,2948,3052,train
d21b4a712efb,3488,4256,train
d6ae3b32db56,2991,2992,train
d0a5d4dbfd76,2436,3032,train
afed0cd3c9a7,2520,2845,train
3e2425729f4e,3488,4256,train
9ec191f47340,2436,3032,train
b814a1e29517,2436,3032,train
3c95896feb4e,3480,4248,train
f2e5092f45f5,1723,2012,train
9a162b548ee4,3480,4248,train
d9a7611d9adb,2800,3408,train
d19332cb71d5,2801,2802,train
ef6e312ca719,3032,3032,train
847f48f57169,3032,3032,train
cc3d98f955f5,2544,3056,train
0da9fb01f04a,2544,3056,train
474498926717,3480,4240,train
3b43e17c13b4,2330,2846,train
fb41ef9ddaa2,2800,3269,train
620da9404a7d,3480,4248,train
bd7e35836397,2544,3056,train
c4aa88e3744d,2991,2992,train
f4bd569a9c2b,3488,4256,train
4b79ad26c2bd,3052,3052,train
ca7a6f3f453c,2539,2956,train
008ff73b4ef3,3488,4256,train
aac2ef61107a,2436,3032,train
9ff5f68bc380,2336,2836,train
095b28ad701c,2540,2880,train
6a5c1e638c4d,2936,2955,train
d510dfa4b13d,2400,2880,train
9ff246567c0d,2336,2836,train
abe7166bb280,2801,2798,train
527244adaa0d,4020,4891,train
926eb1acca79,2539,3050,train
2b96751bae1a,2165,2718,train
8b2544f4361c,3480,4248,train
bf0c71616088,2336,2836,train
f065b45d0cfd,3480,4240,train
92b99745dee6,3480,4248,train
38fd3c9ace4e,2330,2846,train
f6b904159835,2336,2836,train
12051dd9bc93,3480,4248,train
494da3247825,1140,1387,train
e26f0f351cc4,3488,4256,train
caa3f0f2c0a6,3480,4240,train
db5fabaae3b6,2337,2523,train
8f1e4442dbc7,2021,2021,train
d89fce5db16d,2800,3408,train
d0b9ae5271dc,3480,4248,train
c957ee30525d,2806,3056,train
7319e0693070,2336,2836,train
c04ecfe0baea,2330,2846,train
6c15923d252c,2544,3056,train
7190eb5e2f30,3480,4248,train
289057c7f38c,1140,1387,train
e10514002e55,1760,2140,train
57a0ab679625,2991,2992,train
32704c6f65de,3488,4256,train
aa653fe0943a,1747,2012,train
7438f3fe070e,2539,3050,train
e8722d57cefa,2964,2957,train
87b34dde6c8c,3488,4256,train
47754956a330,2540,2880,train
8925b615fc62,2428,2428,train
38556dd92c13,3480,4248,train
aabc9640011b,1987,2556,train
220d7304a493,3032,3032,train
e7d2feca5b25,2372,2651,train
21a276623bae,2539,3050,train
22939a011958,3480,4248,train
0d71137b53d7,1620,1517,train
fd2511413a1d,3480,4248,train
803d705a1d33,2800,3408,train
93a1b92fa183,3488,4256,train
1dfbfe0ab56a,3520,4280,train
ba734a9913a7,2416,2872,train
a51a85d4bcb0,2267,3117,train
bfefe3eb008e,3032,3032,train
05e9bb2ea225,1962,2846,train
11f46d9df786,1962,2846,train
160e0c7bb0bb,3480,4248,train
ab0a52f278e2,2010,2446,train
50416d1b6ec8,3480,4240,train
fe94f73e3072,4020,4891,train
838c06d70303,2336,2836,train
91836280808a,2320,2832,train
f11cdf2bbf5f,1760,2140,train
66be1a0176b4,2590,2840,train
3392e7be5830,3480,4240,train
301eaf1a1afe,2536,3048,train
f1d6ae8de9dc,2536,3048,train
95adac8ddd01,2320,2832,train
70bed7100941,3480,4248,train
e00ff7cb62e0,2544,3056,train
60a3a716ccba,2336,2836,train
8f50572ee0bc,3480,4240,train
ab37848b342f,2336,2836,train
0d2cb1c212ff,2004,2770,train
f20015a346df,3488,4256,train
93301812b0e7,2374,2492,train
7966f780f27f,2374,2492,train
de3f49a6fa45,4240,3480,train
dbc311ed04b5,2436,3032,train
2fa1e735585b,2436,3032,train
f5f000141a70,3480,4248,train
c6f65ce3990c,3050,2539,train
5c4864ceb9b2,2336,2580,train
3f7e9b2c2135,2320,2832,train
5b4f7e62949a,1140,1387,train
b043ad7772e6,2336,2836,train
9449f001b42e,2544,3056,train
814c444eca84,2320,2832,train
bf35bf30d4e3,2800,3408,train
e563f54f421c,3480,4240,train
8e1b7d9c8419,2986,2999,train
d1e20151c1ca,2746,2558,train
1335b56b7a98,2874,2840,train
d176b5544d10,2520,3032,train
5cd4bb304ff1,2989,2992,train
09236f094647,2516,3027,train
9d45a7e2deda,2516,3027,train
cd6ead44cfef,2544,3056,train
ad3577882efb,2200,2836,train
4aac2ad7b8fa,4020,4891,train
e08225736f62,3480,4248,train
f389be3e30b5,4020,4891,train
7183445f4d28,3480,4248,train
c9e99fb05bdb,2544,3056,train
a49e3aad5fa2,3488,4256,train
bfbeb29ee542,2320,2832,train
8866f708d338,2544,3056,train
43bc2ec3ced8,2320,2832,train
6896ce94b652,2967,2980,train
73628ee25be2,2417,2417,train
5f8ec78b79c4,2372,3000,train
aa18b67e9ecd,1760,2140,train
14fe3a3839c0,2538,2835,train
6ea732c63929,3488,4256,train
792ff5c0e89c,3480,4240,train
9f180629878a,3480,4240,train
5fd8813cc3a5,3480,4248,train
bf91bd24437a,2336,2836,train
a7077c5d097c,2544,3056,train
c8ff18a78550,3320,3408,train
449d9eb956b5,2991,2992,train
c50f63f7cbe9,2544,3056,train
7b6dea79f2aa,3012,3052,train
c12672d401e4,3488,4256,train
8dc3ee79f389,3480,4248,train
9b07ebb8d30c,2416,2872,train
d5ca04484172,2336,2740,train
d6bf0facd8c1,3480,4240,train
cc1b73f49815,2540,2880,train
fa9729ef16b6,2005,2836,train
a6f2e4c387f0,2320,2832,train
40ba7131aac7,2560,3000,train
0b71b8e12551,2536,3048,train
8d580fd76487,3480,4240,train
2feb3afc8481,2991,2806,train
9ce5032a4dfd,2320,2832,train
268f2c15fde1,2336,2836,train
694094fb7f6a,3488,4256,train
094788a1dcc6,3032,3032,train
2090e218807b,2336,2836,train
b443cd373f64,3032,3032,train
087104225581,2520,3032,train
36815bf5f063,2956,2989,train
7087bcc1f1f6,2336,2836,train
8b0c001206c1,2991,2992,train
e2b1bc1970e1,2544,3056,train
ad3c74405f70,3032,3032,train
79d3329ab044,2544,3056,train
c082ad097fd2,2336,2836,train
b97ca034b024,2991,2992,train
2ce4a103d25d,2173,2494,train
bb484ab7a8c6,2436,3032,train
361df3525851,3480,4240,train
fb1e24bf6698,3072,3008,train
6f08b0295244,3006,3006,train
386dbb567259,2336,2836,train
4d15169fe52c,3032,3032,train
ed2e387ef4fa,2999,2853,train
b94286e2c027,2800,3408,train
cc69791740bb,2800,3408,train
99019b7af0ab,2962,2978,train
bbaba561b590,3488,4256,train
1fce5a22d0ac,3488,4256,train
282f671d5c43,4020,4891,train
1a983ed158a8,2336,2644,train
5b5f7675f4cc,2464,2698,train
6792b9b0329d,2516,2955,train
b929d2a97d34,2320,2832,train
9a8d4bf6141a,2544,3056,train
87c718d12689,3480,4248,train
3030bfea4cc1,3480,4240,train
0a0bb7af0cab,2544,3056,train
85455c7f2615,3488,4256,train
ef5a412bf92a,3480,4240,train
4b7487cbd7d7,1760,2140,train
b065dcd6a453,3320,3408,train
f84caac28a27,2398,2743,train
8705f5ccccf8,2336,2836,train
96e6265aa2c2,3052,2996,train
546ef744f128,2884,3004,train
54bc6a746891,3480,4240,train
f83043bab3eb,2520,3032,train
0022227f5adf,2539,3050,train
04e9977554a5,2520,3032,train
4b530a6d086e,3488,4256,train
99e598b35a97,2800,3408,train
10e7609e721a,2330,2846,train
5d793122400c,2539,3050,train
7d47d7c39f13,3032,3032,train
06917801a47e,2395,2480,train
b5da204ba6ff,2336,2836,train
5e748e15c33d,3480,4240,train
6e0b1b3031bb,2336,2836,train
4106134cf571,2539,3050,train
a2a58ab94ba4,2800,3408,train
85d276c31f72,2949,2744,train
4f57c61c596a,3480,4240,train
dad11df05809,2312,3010,train
40e1d57e03be,2544,3056,train
59bc532be971,2544,3056,train
745d4ff6b228,2180,2660,train
50d404627d73,3052,3052,train
193ddd7c21eb,2320,2832,train
d27bca58e388,2585,2881,train
f4847d161683,2685,3000,train
2e25f3c0102a,2544,3056,train
4ed22347ea95,3480,4248,train
231f8d3c6ad3,2320,2832,train
73198db2b8ce,2184,2772,train
874176447611,1760,2140,train
fe6276b7eedc,3052,3052,train
938c5b2172b6,2336,2836,train
741019718830,2801,2802,train
7398f38d9637,3480,4248,train
4615024f5104,2336,2836,train
5115fada2a38,2801,2802,train
4e94dc5b7c52,3520,4280,train
8bf7d61dddb4,2330,2846,train
ebd947e0029f,3488,4248,train
f524075b2d23,2540,2880,train
a82ef99c353a,2801,2798,train
c1249f91efbd,2012,2012,train
9c0c6581bc36,2330,2846,train
5abee60d1a9b,2330,2806,train
8d6e322116e0,2540,2880,train
3968c381c403,2544,3056,train
8424b4d2578b,3488,4256,train
1f56327a6863,2436,3032,train
0bebbef2a883,2898,2908,train
c23d57b3feb7,2320,2832,train
d93245b3e942,3488,4256,train
6317d3955e73,2991,2992,train
8c313f2bf15f,2026,2677,train
a064ae2fb018,3488,4256,train
68b91c11b2dd,2796,3028,train
df7f2edf03aa,2800,3408,train
48139bf114cc,3480,4240,train
128304c0b63a,2853,2854,train
e1f24fdcb0d7,3488,4256,train
cdf9afc8c145,2320,2832,train
e827527d7d98,2892,3028,train
2fdadd2d1472,2320,2832,train
b5e635cb51ed,3480,4240,train
71e377c150a2,3032,3032,train
f689d30c2f86,2540,2880,train
59bd5a00b33e,2540,2880,train
66b86b95c76a,2540,2880,train
0e600ff9b0e7,3032,3032,train
f559fa6450ab,2539,3050,train
b1332e6d75c6,2874,2840,train
238411384232,2336,2836,train
ea3e1b9dfe65,4020,4891,train
1bbbd65ed63a,2544,3056,train
30a121f4b0ef,3320,3408,train
e5ed54bc95ec,3488,4256,train
55a158b0d408,2336,2836,train
ab26438e1fa9,3480,4248,train
5df422bc74b0,2100,3050,train
2697632d70f7,4240,3480,train
f26705a28681,2336,2836,train
a4d4477d16b3,3480,4240,train
7ac86a3de985,2544,3056,train
85f6fbecd9df,3480,4248,train
90cbf03d5dab,3480,4240,train
f571beddefb6,1416,1948,train
09e3d02eeb01,2378,2740,train
91991f8b449f,2336,2836,train
ca4064928726,2336,2836,train
88c17aa49561,2414,2919,train
fdb8954398a5,1760,2140,train
0ab867e40c94,2989,2992,train
29f2f88bcabe,3488,4256,train
20b3251b0657,2520,3032,train
33493c6da159,2336,2836,train
f5af0ed4c2db,3480,4240,train
4d21277abe60,3520,4280,train
cb9d91d1b10b,2996,3020,train
1ec236629e5a,2800,3408,train
2d72d653c4ed,4020,4891,train
a2dda4a8e3bf,1760,2140,train
085d6edba7cb,2290,2800,train
f9d20afa051a,3480,4240,train
9622d72ab28d,2991,2992,train
6f829732256b,2320,2832,train
7bf1fbc76f1e,3000,2946,train
387d752f1af4,2330,2846,train
05bacfe4dcc2,2336,2836,train
338c9d452ba2,1140,1387,train
e8eb47bd055b,3052,3052,train
bd9172a53765,3488,4256,train
d1177ea789e1,2544,3056,train
3ee11f07a427,3480,4248,train
669b2ae5a591,2800,3408,train
28c6ef7d08df,3480,4248,train
d72207ab9655,2539,3050,train
bc364050be9e,2336,2836,train
66c53504185f,3480,4240,train
850ee2c7a28e,3488,4256,train
281e109c7644,2540,2880,train
945b1ced5992,4020,4891,train
e8c463a377b0,3480,4240,train
ca0954ad3209,3052,3052,train
289aa511da37,3480,4240,train
3dc7fbd7b8db,3480,4248,train
c4b9b58c877b,2336,2836,train
414df02ea5a9,2877,2756,train
55b7e0151363,3480,4248,train
0a31f51a2bca,2801,2992,train
17a7f3706f0e,3480,4240,train
499ba19916d1,2320,2832,train
e0e275ca2950,3032,3032,train
94821c5f57df,2294,2836,train
267b2a56edec,2336,2836,train
33dbf62db313,2539,3050,train
9c5150d9ee48,2416,2872,train
0150df5b6f08,2801,2802,train
507b3c3bac7c,2937,3006,train
19ac47c9643d,2800,3408,train
47dc317fb2b4,2800,3408,train
9650650cf7ed,3488,4256,train
b0ded3498288,2544,3056,train
200d32c95698,2741,2539,train
f258c4e97218,2832,2320,train
070f57210fa7,2330,2846,train
61725ce34060,2539,3050,train
89bce5dc86f1,3480,4248,train
97882874966d,2330,2846,train
60faed59c384,2800,3408,train
17fb68565593,3480,4240,train
436c2d558041,2520,3032,train
04f510ced363,2400,2990,train
79f4c8de6d24,2800,3408,train
0c71b36d22fe,2336,2836,train
9614c92b1206,3488,4256,train
d6a941d331ce,2614,2982,train
70248cd9577f,2320,2832,train
6b365e092404,3052,3052,train
01a869686037,3480,4248,train
5228f2a518c0,3480,4248,train
df6a69dad907,2183,2398,train
e75f1c8d6dcf,3052,3052,train
b693419b9784,2336,2836,train
e33bf633076f,2320,2832,train
11b670d7c7a9,2024,2119,train
341d5053ad51,3032,3032,train
98c466f7ae19,2436,3032,train
4c3e3c936a03,2648,2774,train
ec31d6a71eeb,2226,2499,train
7d622deec073,2336,2836,train
be5cf8ac3e39,2544,3056,train
6d367afee473,2344,2614,train
32d17b280132,2475,2947,train
141047766750,2320,2832,train
8449c27bfa17,2336,2836,train
4d40e3259fb0,3480,4248,train
e560d795fd8b,2800,3408,train
78bd533aea35,1760,2140,train
6bbdc3314c0f,3488,4256,train
2c4e95472ebb,3480,4240,train
500a498ca956,2336,2836,train
a0dd4b6ac5b7,3032,3032,train
1700e25c3938,2539,3050,train
8ac7a1e5680a,1140,1387,train
3639033d59f1,2330,2766,train
f655da4793ba,1140,1387,train
cb8943349ccf,2336,2836,train
91626ce94649,2320,2832,train
2fdf3a91ebb5,3488,4256,train
742bee86b70a,2428,2428,train
2b0686f5db9b,3480,4240,train
f43d5b013f4c,2330,2846,train
d24c0de653fb,1760,2140,train
5e14522be0ff,3480,4248,train
9337cccbc0c4,2336,2836,train
9995d552601a,1140,1387,train
8bf9d86e8a74,3012,2820,train
1160b9f2f639,2399,2544,train
952d4a77beda,3117,3408,train
8a278c31ad8a,3480,4248,train
627bebe42356,2544,3056,train
be842d0ed13f,3480,4240,train
cd35cdb7676c,2023,2836,train
3e8932af3c6f,2336,2836,train
4e57e406999a,3000,3000,train
50ce4338c040,2436,3032,train
6713c2b6c0a6,2520,3032,train
8c760b2d01b5,2800,3408,train
c7f969e8c0b4,3066,3120,train
d4233665595c,2336,2836,train
503563d744a1,2991,2992,train
ada5b8897816,3480,4248,train
64038cfed1e5,3488,4256,train
8e3a2441aead,3480,4248,train
f08ac37f645d,2320,2832,train
6373fdd11ed0,2436,3032,train
741238a3e28c,3006,3006,train
e77e6c494060,2991,2992,train
5b322d104117,3032,2520,train
bb5ea9bc97fa,2800,3408,train
4cbc8627d812,3488,4256,train
f42957f488ef,2436,3032,train
c70559fb0f7b,2540,2880,train
b1ca7924e915,2320,2832,train
510b6d43d8e7,2569,2974,train
d0251cb64bb6,2320,2832,train
e1a5f8dadcd7,2544,3056,train
1dce4725ad14,3480,4240,train
e82262e21378,2330,2846,train
f2e95fde7e62,2416,2872,train
c6e8b3f7ab16,2336,2836,train
76441f9357f5,2536,3048,train
c4ddcf2ca1ad,3488,4256,train
ab787975fed9,3480,4240,train
408019f25092,3520,4280,train
22c3bf8c1c0a,3488,4256,train
cfb307bfd554,1747,1785,train
db44f30cd797,2416,2872,train
af004ac2a000,3480,4240,train
cb006ffb6359,2399,2873,train
8cc308497a69,3488,4256,train
73866ecebbe0,1887,1776,train
5713ff0665cc,2801,2802,train
efcdd518273a,3480,4240,train
aaa47fa94799,2520,3032,train
3ed62dcd8067,2336,2836,train
43d8cc4504b3,3488,4256,train
077f7a878b5f,2436,3032,train
b76c0e6d12c2,3480,4248,train
c0159b677bda,3488,4256,train
57b6a7d68589,3052,3052,train
145d5ca87841,2800,3408,train
29d069e58dc4,4240,3480,train
6fd22253534d,2320,2832,train
000a312787f2,3488,4256,train
7b3cd095516f,2416,2872,train
94bb86698454,2436,3032,train
388b0d5fc3a4,2586,2566,train
49d437cbcfa2,2436,3032,train
755d8958d8eb,2427,2688,train
9e560334750f,2320,2832,train
f6cd7aba6e62,2256,2752,train
a348fd28fbab,2539,3050,train
30eaa5d1c04f,3480,4240,train
1af51de0fc72,2536,3048,train
60011e189487,2558,2633,train
5e0c5bcc27c7,2800,3360,train
8eea5262950b,2330,2846,train
791fa4f624b1,1760,2140,train
f3fc1e79d804,3480,4248,train
918882a9619f,1760,2140,train
1bee61c7d690,2801,2802,train
42b46c2e9d1d,2800,3408,train
8f1f77659cb0,3480,4240,train
fc5bdb8896cc,3004,3052,train
5146b7667126,2648,2893,train
716a86c7671b,2544,3056,train
0deb5d15a777,2991,2992,train
f3d8c72372fe,1140,1387,train
3020a0522e22,2320,2832,train
95c4e70da771,2010,2446,train
4bddd9ae23b1,2544,3056,train
a063f2a5559a,3480,4248,train
b284c7715348,2539,3050,train
8386714bd441,2874,2808,train
0afddb5bcebe,2336,2836,train
de8c50c2ae86,2544,3056,train
3aad9cfe4cb1,1760,2140,train
87b09a580230,3056,2544,train
ca0e1d733a52,4020,4891,train
18f25691bb6e,3480,4248,train
b63ca8a1327c,3032,3032,train
323f67b8e2f7,2544,3056,train
f293762cef58,3480,4240,train
f57dc3a872eb,2330,2846,train
4d768746e1b2,1140,1387,train
b2e6aaa32f81,2544,3056,train
c59153ee80bf,2320,2832,train
525b87af9639,2453,2341,train
b70046fd4564,2330,2846,train
e98098b26a0f,2336,2731,train
7378dd10d817,1760,2140,train
ea684a998f51,3052,2980,train
3d799d78b9f4,3488,4256,train
a4faba634b4f,2320,2832,train
1d59964d508c,2336,2836,train
ac656e2690b8,2539,3050,train
6c2f898525f8,3480,4240,train
4254395bc50a,3480,4248,train
41bbcaaf83a2,2336,2836,train
acab14e0ed17,2336,2836,train
35ea2c9841c0,3520,4280,train
e2ceb2625b68,3520,4280,train
59841c26b523,3052,3052,train
36fb08cd22db,3480,4248,train
2870e488fd4d,1140,1387,train
8cc5a8fbee91,2436,3032,train
c3e1be838c3e,2764,2788,train
1a432407728d,3488,4256,train
51df7e6104bb,2320,2832,train
e60a47d36e62,3480,4248,train
75e071672a9c,3480,4248,train
0933f436d8de,3480,4240,train
41246a664266,2536,3048,train
18e37565d51f,2544,3056,train
b78924e27261,3480,4240,train
8a4d347e8ae1,2320,2832,train
9950c96ac73f,2336,2836,train
4f3bfae7817a,2580,2703,train
04427f45efde,3480,4248,train
8eab0a525c09,3480,4240,train
70e09e25147f,2800,3408,train
c4812db46b98,3052,3052,train
6df74f84cb1b,2012,2012,train
9a54b94d509f,2560,3072,train
2cb791040cb1,3052,3052,train
59710cda6113,3488,4256,train
1c98c921ee08,2436,3032,train
b77430575510,2436,3032,train
7f69d51425a8,2336,3010,train
d048ab876687,1760,2140,train
9ffbd356b436,3005,2938,train
09ef8986f8a9,1760,2140,train
789a6ee00858,3056,2544,train
5581882e884e,2801,2802,train
8f19cdc3e5a3,2800,3408,train
8881c07203fc,3032,3032,train
82ac18114c98,2520,3032,train
b989acc3c046,2520,3032,train
f469c2411610,2330,2846,train
4bee3fb83d26,2336,2836,train
5f7a874fa09a,3000,2673,train
03ef29864757,2544,3056,train
329087aedd90,2416,2872,train
b812e01902fa,2800,3408,train
89cb059717af,3480,4240,train
e0f2b39fd05f,2991,2992,train
2ca1a13e2349,1760,2140,train
e0309637bb7d,2400,2880,train
564e4f8c9746,3480,4248,train
d2c69695f0c8,2548,3060,train
fa935d855d4e,2991,2992,train
02d302d64d58,3032,3032,train
8390ca18ba00,2800,3408,train
6dec3f793d4f,2010,2431,train
73d080014eb0,2320,2832,train
5726e96c702b,3480,4248,train
d24a156ea19b,2336,2836,train
0abc1b4a90f5,2536,3048,train
7fe11cfd6e3d,2336,2836,train
6749c82ba05c,3052,3052,train
29f06cd1c344,2336,2836,train
19701de5ae89,2336,2836,train
9fcbe25a88e0,2336,2836,train
f6633acc99d7,2336,2836,train
6481fe0dec1d,3480,4248,train
390dba6691ee,2320,2832,train
9027e541f1f3,2336,2836,train
202bc0f993a0,2336,2836,train
bda207b3332b,3480,4248,train
f5983f676443,3480,4240,train
a344911414ce,2519,2705,train
ee6fa7832bc5,2336,2836,train
2511842f8d6c,3052,3020,train
9af9857fa513,2971,2957,train
3ce9e3acf26e,2536,3048,train
11ec6d0cef35,2964,3052,train
c59cd49adf61,3488,4256,train
90dad484899f,3488,4256,train
a358c90efcd5,2948,3028,train
46b901b063de,3488,4256,train
c3f309dcfce4,2336,2836,train
fa670ade72cf,2320,2832,train
c726326bbf49,3480,4240,train
6ac8639dd416,3488,4256,train
ee46c42398c0,2544,3056,train
f38df7a70d64,2544,3056,train
49a9c7d8a603,2801,2802,train
b2d488f8ad98,2336,2836,train
610e8f32e845,3480,4240,train
6de594d1d480,2336,2820,train
100d5c96b1b4,2975,2979,train
e6708e7b9599,3072,2867,train
ef0d12cd15cb,2544,3056,train
97debe0b73fa,2436,3032,train
f0e2e2c38ace,3480,4248,train
e7f48029ca34,2800,3408,train
5d14f3d47f53,2816,2816,train
e036d76bba8a,3488,4256,train
ce3dd1c7183a,2336,2756,train
fa3e2fc1208e,4020,4891,train
8a2db7bfcc6c,2917,3353,train
9f232f88e112,2800,3408,train
511c36c35f40,3488,4256,train
21eb21ab4e57,1140,1387,train
e783263e5104,2972,2962,train
6be787214658,2436,3032,train
e7c3f21a9b8b,2400,2880,train
010a18b0c868,2436,3032,train
057889fefcb8,3000,3000,train
f7a5935dee5c,2539,3050,train
26ee2cdb1285,3052,3052,train
767e40503353,2304,2836,train
ce4453a6c7dc,2336,2836,train
fb3ce0fa4eab,2536,3048,train
8d025358b1fd,2336,2836,train
5918b66c0b79,3480,4248,train
8fde662c33b9,2336,2588,train
8ec8d01b5926,2336,2836,train
d737a0d185e4,2136,2877,train
7f72568692d9,2800,3344,train
d540d6c2a425,2800,3344,train
f00ddc79378d,3480,4240,train
17538bc27057,2336,2836,train
e3a2ab6bf73e,2648,2707,train
2b75e15bcdb4,2515,2862,train
f087281fee55,3488,4256,train
0f77ad2f9a12,3488,4256,train
a96dd75ea710,2800,3408,train
ef690fe6f288,2800,3408,train
f510f6ecd229,3488,4256,train
d66def7ad874,3052,3052,train
f232cd331b2e,3480,4240,train
760b6875a1f2,1760,2140,train
22bb49cfe204,2520,3032,train
346642f4ecbf,2544,3056,train
a94823f01ad4,3052,2980,train
085170457a04,3488,4256,train
124d0765c82a,2800,3408,train
65cc2ce89d98,3480,4248,train
ea71385ec883,2336,2836,train
85dd5b23ecdb,2614,2330,train
13b742f56244,2320,2832,train
2ebe16a053fe,1760,2140,train
d38cb782f0b3,1760,2140,train
d64b8920a193,2395,2976,train
be75ab9cecce,2436,3032,train
704382efd7e4,2330,2846,train
c2fc38553d0e,2874,2840,train
f8d007c04d2e,2553,3408,train
3196ed78c313,3320,3408,train
c52e0c1fca7c,2336,2836,train
30ff8e344be3,3480,4240,train
199d7f72b1ae,3480,4248,train
2d608b540059,2539,3050,train
f99ff59c6cbf,2801,2802,train
276f6e25e85f,3488,4256,train
4848102c0829,2336,2836,train
4d904469de66,2800,3408,train
7231961852ab,3032,3032,train
e5087d4dc8ca,3494,4300,train
7ba2d2724bc2,2801,2802,train
dc7851676688,2320,2832,train
025bf835bba6,2330,2846,train
b4bfe6d08e3a,3006,2937,train
0a4c00809b62,3488,4256,train
dca9116538c8,3480,4240,train
54c2a4ddd625,3032,3032,train
ae3d5da58736,2520,3032,train
769d5c10878c,2336,2836,train
666c29095860,2752,3119,train
9b52e8dc03cb,2805,2826,train
3dd07c4082ce,2320,2832,train
df2f7b270226,2336,2836,train
6483231bcfbb,2801,2802,train
d33c3dbebc68,2436,3032,train
1174cda6b0c8,2800,3408,train
d336c2858bc5,3480,4240,train
1de0ad5314cc,3480,4240,train
427796a74e48,1760,2140,train
a6f610cc46fb,1140,1387,train
ca6a4aa1dc10,3052,3052,train
da4daa1dd48d,3480,4248,train
f9a92f1ba934,2516,3027,train
c0fe3d5ef9aa,2516,3027,train
c76c328e29b6,3480,4240,train
45aef07500cc,3480,4240,train
34ef59b07c95,3934,4228,train
8f5e2fe46848,2328,2928,train
38054829617c,3480,4240,train
fe7714da5092,2797,2377,train
246d60d4df0b,3488,4256,train
292c0aeda46d,2540,2880,train
d7f362e50e67,3520,4280,train
26b96183f262,2488,3048,train
0c7e3c0eda27,1760,2140,train
28d1dc56e056,1140,1387,train
e57410a08780,2336,2836,train
54f912577306,3488,4256,train
f6784cf220d7,2544,3056,train
b811b17588be,3488,4256,train
f873979cc0a8,1140,1387,train
aec39463226f,2511,3264,train
5c7b5fe49437,3480,4240,train
cfd34768503a,3032,3032,train
eb255becb30a,3480,4248,train
b8ce5c831d0d,2544,3056,train
cd04ca4ef72d,2800,3408,train
82bbfbe2fc2f,3480,4248,train
9ecb1253f647,3052,3052,train
aad8d468f93a,2489,2276,train
42fa8da416c9,2336,2836,train
ddcd4439e1ff,2544,3056,train
81965b5cb107,3032,3032,train
b1cd27e802aa,2336,2836,train
68c53e6fabfa,3000,2716,train
65f956401813,2400,2880,train
e590e800f892,2320,2832,train
76f5b501a474,2320,2832,train
b1577bc61e24,2544,3056,train
6551d8bd1375,3480,4240,train
5715b039af05,3052,3052,train
32579cfb5545,2520,3032,train
e229a2361529,2336,2836,train
ea0fe8beeff4,3028,3052,train
8e71593ab832,2115,2804,train
48d4589736ff,3488,4256,train
47117960dc9b,2801,2802,train
a6840daf11ba,2336,2836,train
c342453827f9,3480,4248,train
2685501d941e,2560,3072,train
ff7659762b75,2991,2992,train
1e136f0e5958,2544,3056,train
ab2579314e0b,2320,2828,train
3c30656628b9,2320,2832,train
bc43318a5541,2431,2834,train
6b9250650ca0,2520,3032,train
9580e2f9a387,4020,4891,train
f1a3cf9d3471,2544,3056,train
dc751305bd71,3480,4248,train
30987888d494,3000,2979,train
d1ad910a2738,3480,4240,train
d9a1e0ca662e,4020,4891,train
ef56cd9d3102,2544,3056,train
0bb57a489eb2,2874,2840,train
ad43f0f0bfa6,1140,1387,train
e84db53ccdd8,1994,2846,train
0841677e7c36,2330,2846,train
5a55014dde37,3001,2975,train
e0d28f9e1fe1,2985,2985,train
049e68c02a31,2336,2836,train
a26db5e118a4,2800,3408,train
2f425fbd336f,3488,4256,train
dbb746d86776,3488,4256,train
dd3174ed1ffe,2539,2928,train
2ae32e83cddc,2874,2840,train
67711054b6b0,2436,3032,train
d180fed57716,2978,2983,train
12e97ed89297,2978,2983,train
0d3910133fbe,2520,3032,train
7e7d3afebf5d,1486,1356,train
5638228c6fe0,2416,2872,train
5393e1091831,2801,2992,train
97f431ee7684,2520,3032,train
5b1a846b9f01,2874,2840,train
689de19fcc96,2801,2992,train
3c77a5755aa7,3488,4256,train
7b044ee686fe,3488,4256,train
bfd9e6ba46ec,3480,4240,train
29087adf8365,2539,3050,train
c9cad7e72c3c,2336,2836,train
d106ae04cf2a,3032,3032,train
1f532ad83e20,2320,2832,train
ddeaa63c178c,1760,2140,train
cf1b86f4a290,2874,2840,train
3105dbc1d0d8,2436,3032,train
5ea193645ede,2801,2802,train
766368dbf02d,3488,4256,train
bd8a1dc8f052,1760,2140,train
5111066268f3,3488,4256,train
8f7408796dc0,3488,4256,train
3f4bf5c485de,3488,4256,train
bfcc54749d3a,3480,4240,train
eef3a0e47dc9,2801,2802,train
badf2d31cdbd,2336,2836,train
f87c7918e5a5,1760,2140,train
c8e0df4e74a8,2540,2880,train
dbadb3db684f,2330,2815,train
acac0f331a45,1140,1387,train
7c048e40d7f3,2544,3056,train
573186912c6d,3480,4248,train
e58d5ee3d196,2544,3056,train
37e878f79f9f,2436,3032,train
50804b6043ac,3494,3728,train
aa4e8e7e82a7,2436,3032,train
681ed0b5dff2,2328,2928,train
212f421e7817,3488,4256,train
f360d9cdcb1c,2382,3000,train
e1a9f6ec7130,3480,4248,train
